URL
google.com
netflix.com
api-global.netflix.com
www.google.com
microsoft.com
facebook.com
doubleclick.net
g.doubleclick.net
googleads.g.doubleclick.net
google-analytics.com
safebrowsing.googleapis.com
clients4.google.com
apple.com
www.googleapis.com
data.microsoft.com
ichnaea.netflix.com
www.facebook.com
www.google-analytics.com
live.com
fonts.googleapis.com
googleusercontent.com
youtube.com
googleadservices.com
amazonaws.com
clientservices.googleapis.com
www.googleadservices.com
googlesyndication.com
settings-win.data.microsoft.com
graph.facebook.com
fbcdn.net
pagead2.googlesyndication.com
adservice.google.com
www.youtube.com
update.googleapis.com
clients1.google.com
bing.com
xx.fbcdn.net
accounts.google.com
ytimg.com
hola.org
dns-test1.hola.org
akamaiedge.net
apis.google.com
akadns.net
yahoo.com
play.google.com
icloud.com
com.akadns.net
www.apple.com
vortex-win.data.microsoft.com
mtalk.google.com
facebook.net
connect.facebook.net
stats.g.doubleclick.net
i.ytimg.com
skype.com
officeapps.live.com
twitter.com
lh3.googleusercontent.com
digicert.com
msedge.net
itunes.apple.com
tpc.googlesyndication.com
scorecardresearch.com
securepubads.g.doubleclick.net
ocsp.digicert.com
msn.com
push.apple.com
play.googleapis.com
cm.g.doubleclick.net
adnxs.com
googletagmanager.com
ssl.google-analytics.com
www.googletagmanager.com
v10.vortex-win.data.microsoft.com
l.google.com
ggpht.com
notifications.google.com
ls.apple.com
clients2.google.com
clients.google.com
nrdp50-appboot.netflix.com
apple-dns.net
nexusrules.officeapps.live.com
2mdn.net
fe.apple-dns.net
crl.microsoft.com
googletagservices.com
android.clients.google.com
www.googletagservices.com
ajax.googleapis.com
office365.com
time-ios.apple.com
dsce9.akamaiedge.net
edge.skype.com
s0.2mdn.net
login.live.com
googlevideo.com
ad.doubleclick.net
www.icloud.com
secure.netflix.com
instagram.com
rubiconproject.com
static.xx.fbcdn.net
config.edge.skype.com
crashlytics.com
clients3.google.com
client-office365-tas.msedge.net
symcd.com
www.bing.com
moatads.com
sb.scorecardresearch.com
nexus.officeapps.live.com
edge-mqtt.facebook.com
demdex.net
aaplimg.com
g.aaplimg.com
openx.net
ipv6.microsoft.com
advertising.com
outlook.office365.com
mp.microsoft.com
init-p01st.push.apple.com
weather.microsoft.com
googleads4.g.doubleclick.net
adsrvr.org
bluekai.com
ogs.google.com
translate.googleapis.com
casalemedia.com
e6858.dsce9.akamaiedge.net
mathtag.com
rlcdn.com
init.itunes.apple.com
ib.adnxs.com
quantserve.com
dpm.demdex.net
cloudflare.com
msftncsi.com
addthis.com
staticxx.facebook.com
a.akamaiedge.net
nflximg.com
aria.microsoft.com
pipe.aria.microsoft.com
agkn.com
cdnjs.cloudflare.com
criteo.com
settings.crashlytics.com
pubmatic.com
tile-service.weather.microsoft.com
bidswitch.net
ade.googlesyndication.com
clients6.google.com
everesttech.net
c10r.facebook.com
pixel.rubiconproject.com
x.bidswitch.net
adobe.com
akamai.net
windows.net
amazon-adsystem.com
ntp.org
pool.ntp.org
windowsupdate.com
tags.bluekai.com
outlook.com
scontent.xx.fbcdn.net
s.ytimg.com
xp.apple.com
match.adsrvr.org
clients5.google.com
us-u.openx.net
onenote.net
cdn.onenote.net
idsync.rlcdn.com
cdn-0.nflximg.com
comodoca.com
adsafeprotected.com
twimg.com
sync.mathtag.com
platform.twitter.com
amazon.com
